respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,switzerland_region_primary_regional_languages,collector_type_source,Wie alt sind Sie?,Was ist Ihr Geschlecht?,Wie viele Personen leben in Ihrem Haushalt?,In welcher Art von Unterkunft wohnen Sie?,,,,Welche Art von Strom beziehen Sie hauptsächlich?,"Denken Sie, dass die zunehmende Erzeugung erneuerbarer Energien Herausforderungen für das Stromsystem mit sich bringt? Wenn ja, welche?Falls Sie es nicht wissen, können Sie gerne ‚wn‘ (weiss nicht) schreiben.",Welche der folgenden Konsequenzen der zunehmenden Einspeisung von erneuerbaren Energien ist aus Ihrer Sicht problematisch? (Nur eine Antwort möglich)?,"Bitte bewerten Sie, wie wichtig es für Sie ist, die folgenden Haushaltsgeräte jederzeit nutzen zu können (1 = sehr unwichtig, 5 = sehr wichtig)",,,,,,"Könnten Sie sich vorstellen, eines der folgenden Haushaltsgeräte für einen begrenzten Zeitraum nicht einzuschalten, wenn Sie vom Elektrizitätswerk darum gebeten werden?",,,,,,"Würde sich Ihre Bereitschaft erhöhen, die folgenden Haushaltsgeräte nicht zu nutzen, wenn Sie dafür eine finanzielle Belohnung erhalten würden?",,,,,,,,,,,,"Könnten Sie sich vorstellen, von Ihrem Elektrizitätswerk benachrichtigt zu werden (z. B. per SMS oder App), wenn das Stromnetz stark ausgelastet ist?","Könnten Sie sich vorstellen, einen intelligenten Zwischenstecker (Smart Plug) an Ihren Geräten zu installieren, damit Ihr Elektrizitätswerk Ihren Beitrag messen und Sie entsprechend vergüten kann?",Wie hoch ist Ihr monatliches Haushaltsnettoeinkommen?,Was ist Ihr höchster Bildungsabschluss?,Welche der folgenden Parteien entspricht am ehesten Ihrer politischen Präferenz?,Gender,Age,Device
118867044118,460861130,05/16/2025 05:59:01 PM,05/16/2025 06:02:05 PM,,,,,cc85d953fb2bb9a0dfb670b877,386207,smc,38,Weiblich,4,,,,Haus (Eigentum),Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weiss nicht ,Steigende Strompreise für Verbraucher,5 = sehr wichtig,4,4,4,5 = sehr wichtig,5 = sehr wichtig,"Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall",,2%,,2%,"Ja, f",,"Ja, +",,,4%,,5%,Ja,Ja,Unter 3.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),female,30_to_44,ios_mobile
118867043576,460861130,05/16/2025 05:58:17 PM,05/16/2025 06:01:37 PM,,,,,463de7f7ba7538ebfa06b97c3e,386207,smc,41,Männlich,4,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),weiss nicht,Steigende Strompreise für Verbraucher,4,3,4,4,4,4,"Ja, aber maximal für 3 Stunden",,"Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden",,10%,,5%,,100%,,25%,,100%,,10%,Nein,Nein,7.001 - 10.000 CHF,Universität/Master,Die Mitte,male,30_to_44,android_mobile
118867041751,460861130,05/16/2025 05:55:13 PM,05/16/2025 05:59:10 PM,,,,,7528fb39147bc52abf892e02b5,386207,smc,34,Männlich,3,,,Haus (Miete),,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),It’s awesome and really good ,Bedrohung der Rentabilität von Stromunternehmen,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,"Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, f",20%,"Ja, f",20%,"Ja, f",20%,"Ja, f",20%,"Ja, f",20%,"Ja, f",20%,Ja,Ja,Über 10.000 CHF,Universität/Master,Sozialdemokratische Partei der Schweiz (SP),male,30_to_44,ios_mobile
118867040792,460861130,05/16/2025 05:54:48 PM,05/16/2025 05:58:34 PM,,,,,0bc9ea70fee080364bf4759aad,386207,smc,37,Männlich,2,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,Netz Stabilisierung. Supply vs Demand,Herausforderungen für die Stabilität der Netze,1 = sehr unwichtig,5 = sehr wichtig,5 = sehr wichtig,2,2,2,"Ja, für mehr als 24 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für mehr als 24 Stunden","Nein, auf keinen Fall","Ja, für mehr als 24 Stunden","Ja, f",100%,Nein,,Nein,,"Ja, f",100%,Nein,,"Ja, f",100%,Ja,Ja,7.001 - 10.000 CHF,Universität/Master,FDP.Die Liberalen (FDP),male,30_to_44,android_mobile
118867041382,460861130,05/16/2025 05:55:23 PM,05/16/2025 05:58:04 PM,,,,,ec0369dbfc2b93514e858196b9,386207,smc,51,Männlich,2,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weiss nicht ,Bedrohung der Rentabilität von Stromunternehmen,3,3,3,4,4,3,"Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, f",,"Ja, +",,"Ja, +",,Nein,,"Ja, f",,"Ja, f",,Ja,Ja,3.000 - 5.000 CHF,Sekundarschule/Realschule,Die Mitte,male,45_to_60,android_mobile
118867040503,460861130,05/16/2025 05:53:53 PM,05/16/2025 05:57:43 PM,,,,,0d46fd6dc4a6288b691faba930,386207,smc,54,Weiblich,2,,Wohnung (Miete),,,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Weiss nicht ,Keine der genannten Konsequenzen ist problematisch,3,5 = sehr wichtig,1 = sehr unwichtig,1 = sehr unwichtig,5 = sehr wichtig,5 = sehr wichtig,"Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",,"Ja, +",,"Ja, +",,"Ja, +",,"Ja, +",,"Ja, +",,Ja,Ja,5.001 - 7.000 CHF,Universität/Master,Grünliberale Partei (GLP),female,60_above,ios_mobile
118867040007,460861130,05/16/2025 05:53:09 PM,05/16/2025 05:56:33 PM,,,,,472b5bfadf83bd2d8ae4795ac9,386207,smc,26,Weiblich,2,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,zu viele Gase,Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,4,5 = sehr wichtig,5 = sehr wichtig,4,"Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",5%,Nein,,Nein,,"Ja, f",4%,Nein,,"Ja, +",2%,Ja,Ja,3.000 - 5.000 CHF,Berufsausbildung/Lehre/Maturität,Sozialdemokratische Partei der Schweiz (SP),female,18_to_29,ios_mobile
118867040264,460861130,05/16/2025 05:54:15 PM,05/16/2025 05:56:20 PM,,,,,1095fc33b10af16aec815fd581,386207,smc,40,Weiblich,3,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weiss nicht,Steigende Strompreise für Verbraucher,3,3,4,3,3,3,"Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, für 6 bis 12 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, +",6%,"Ja, +",10%,"Ja, +",9%,Nein,0%,Nein,0%,Nein,0%,Ja,Ja,Unter 3.000 CHF,Sekundarschule/Realschule,Ich habe keine feste Parteipräferenz,female,30_to_44,ios_mobile
118867038333,460861130,05/16/2025 05:52:03 PM,05/16/2025 05:55:32 PM,,,,,f11ddfc3aa1d4dde19a9d8e5e9,386207,smc,18,Weiblich,2,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,Wn,Steigende Strompreise für Verbraucher,3,5 = sehr wichtig,4,4,5 = sehr wichtig,3,"Ja, für mehr als 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",15%,Nein,,"Ja, +",14%,Nein,,Nein,,"Ja, +",5%,Nein,Ja,Unter 3.000 CHF,Berufsausbildung/Lehre/Maturität,Die Mitte,female,18_to_29,android_mobile
118867036887,460861130,05/16/2025 05:49:57 PM,05/16/2025 05:55:13 PM,,,,,6100b1327aa94277203f95b4e3,386207,smc,29,Weiblich,1,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,Denn Strom einzuspiessen so dass man ihn erst spåter verwenden kann,Steigende Strompreise für Verbraucher,3,4,4,5 = sehr wichtig,4,3,"Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, +",3%,Nein,,"Ja, f",3%,Nein,,"Ja, +",3%,"Ja, +",3%,Nein,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),female,18_to_29,android_mobile
118867037007,460861130,05/16/2025 05:50:11 PM,05/16/2025 05:54:41 PM,,,,,9504045357283ed1cca19ae9a8,386207,smc,32,Weiblich,2,,,Haus (Miete),,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),wn,Herausforderungen für die Stabilität der Netze,4,5 = sehr wichtig,4,4,4,4,"Ja, für mehr als 24 Stunden","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",20%,Nein,,Nein,,"Ja, +",20%,"Ja, +",20%,"Ja, +",10%,Ja,Ja,Über 10.000 CHF,Berufsausbildung/Lehre/Maturität,Keine Angabe,female,30_to_44,ios_mobile
118867037498,460861130,05/16/2025 05:50:57 PM,05/16/2025 05:54:06 PM,,,,,0db09fdf6c86ae4fb927ffe961,386207,smc,49,Weiblich,2,,Wohnung (Miete),,,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Weiss nicht,Steigende Strompreise für Verbraucher,1 = sehr unwichtig,3,3,3,4,2,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden",Nein,0%,Nein,,Nein,,Nein,,Nein,,Nein,,Ja,Ja,5.001 - 7.000 CHF,Fachhochschule/Bachelor,Sozialdemokratische Partei der Schweiz (SP),female,60_above,ios_mobile
118867036948,460861130,05/16/2025 05:50:06 PM,05/16/2025 05:53:57 PM,,,,,ecbcf5a21749362af18781757b,386207,smc,36,Männlich,1,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),"Ja, schwieriger Strom spitzen abzudecken.",Herausforderungen für die Stabilität der Netze,3,4,5 = sehr wichtig,5 = sehr wichtig,3,4,"Ja, für 3 bis 6 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, +",,"Ja, +",,Nein,,Nein,,"Ja, +",,"Ja, +",,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Grüne Partei der Schweiz (GPS),male,30_to_44,android_mobile
118867037754,460861130,05/16/2025 05:51:07 PM,05/16/2025 05:53:20 PM,,,,,3e49c6331b2cceb8553fed0407,386207,smc,37,Männlich,3,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,Ich denke mal es sind Kosten,Bedrohung der Rentabilität von Stromunternehmen,4,5 = sehr wichtig,3,3,5 = sehr wichtig,3,"Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, f",5%,"Ja, +",9%,"Ja, +",7%,"Ja, f",8%,"Ja, +",9%,"Ja, +",11%,Ja,Ja,5.001 - 7.000 CHF,Fachhochschule/Bachelor,Sozialdemokratische Partei der Schweiz (SP),male,30_to_44,ios_mobile
118867036605,460861130,05/16/2025 05:49:30 PM,05/16/2025 05:53:13 PM,,,,,5ad70f4d3fbe5b1db39d424cbe,386207,smc,40,Männlich,3,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,denke ja,Steigende Strompreise für Verbraucher,3,5 = sehr wichtig,5 = sehr wichtig,2,5 = sehr wichtig,4,"Ja, für mehr als 24 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",,"Ja, +",,Nein,,"Ja, f",,"Ja, f",,"Ja, f",,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Die Mitte,male,30_to_44,pc_windows
118867035459,460861130,05/16/2025 05:48:03 PM,05/16/2025 05:51:58 PM,,,,,1ef5d0a24b507e9f1adb237f43,386207,smc,25,Weiblich,5,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Wn,Bedrohung der Rentabilität von Stromunternehmen,3,3,2,2,4,4,"Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 6 bis 12 Stunden","Ja, f",10%,"Ja, f",10%,"Ja, f",10%,"Ja, f",10%,"Ja, f",10%,"Ja, f",10%,Ja,Ja,7.001 - 10.000 CHF,Berufsausbildung/Lehre/Maturität,Die Mitte,female,30_to_44,ios_mobile
118867034269,460861130,05/16/2025 05:46:48 PM,05/16/2025 05:49:10 PM,,,,,fb204090cb3ecf77aa1795d3c5,386207,smc,54,Männlich,2,,,,Haus (Eigentum),Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Solar ,Steigende Strompreise für Verbraucher,2,4,4,4,3,3,"Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",,"Ja, +",,Nein,,Nein,,"Ja, +",,"Ja, +",,Ja,Ja,Über 10.000 CHF,Fachhochschule/Bachelor,Die Mitte,male,60_above,ios_mobile
118867032938,460861130,05/16/2025 05:45:03 PM,05/16/2025 05:47:43 PM,,,,,bc1b9bc27723b3aae5418cd917,386207,smc,56,Weiblich,2,,,Haus (Miete),,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Wn,Steigende Strompreise für Verbraucher,3,5 = sehr wichtig,4,2,4,4,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",100%,"Ja, +",55%,"Ja, f",10%,"Ja, f",10%,"Ja, +",90%,"Ja, +",90%,Ja,Ja,3.000 - 5.000 CHF,Berufsausbildung/Lehre/Maturität,Sozialdemokratische Partei der Schweiz (SP),female,45_to_60,android_mobile
118867030915,460861130,05/16/2025 05:42:24 PM,05/16/2025 05:47:11 PM,,,,,f5361a3c7c0676aaeec599cf87,386207,smc,20,Weiblich,6,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weiss nicht,Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,2,5 = sehr wichtig,5 = sehr wichtig,"Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Nein, auf keinen Fall","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",6%,"Ja, f",9%,"Ja, +",11%,"Ja, f",30%,Nein,15%,"Ja, +",13%,Ja,Ja,7.001 - 10.000 CHF,Universität/Master,Die Mitte,female,18_to_29,ios_mobile
118867031622,460861130,05/16/2025 05:43:00 PM,05/16/2025 05:46:48 PM,,,,,7d8e3c10483062a6ff02e59a2a,386207,smc,58,Weiblich,2,,,,Haus (Eigentum),Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Wn,Herausforderungen für die Stabilität der Netze,2,4,5 = sehr wichtig,4,4,2,"Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Nein, auf keinen Fall","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden",,10%,Nein,,Nein,,"Ja, +",,"Ja, +",,"Ja, f",,Ja,Ja,Über 10.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),female,45_to_60,android_mobile
118867028646,460861130,05/16/2025 05:39:46 PM,05/16/2025 05:44:27 PM,,,,,cf7da1e7396605265c3a4b3668,386207,smc,46,Weiblich,2,,Wohnung (Miete),,,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Ja ich denke schon. Es kann im schlimmsten Fall zu einem Blackout kommen,Herausforderungen für die Stabilität der Netze,4,5 = sehr wichtig,4,3,5 = sehr wichtig,3,"Ja, für mehr als 24 Stunden","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",5%,"Ja, +",5%,"Ja, +",5%,"Ja, f",5%,Nein,5%,"Ja, +",5%,Nein,Ja,3.000 - 5.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,female,45_to_60,android_mobile
118867029398,460861130,05/16/2025 05:40:41 PM,05/16/2025 05:43:34 PM,,,,,f22fdbbfa4d745539ae52fefe4,386207,smc,49,Männlich,3,,Wohnung (Miete),,,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Nicht,Notwendigkeit kostspieliger Netzinfrastruktur-Upgrades,3,3,3,3,3,3,"Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, f",4%,"Ja, f",7%,"Ja, +",11%,"Ja, +",10%,"Ja, f",6%,"Ja, f",4%,Ja,Ja,7.001 - 10.000 CHF,Universität/Master,Andere Partei,male,45_to_60,ios_mobile
118867029770,460861130,05/16/2025 05:40:56 PM,05/16/2025 05:43:17 PM,,,,,081c809ee954d4b25a55cffb53,386207,smc,37,Männlich,2,,Wohnung (Miete),,,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Energy ,Steigende Strompreise für Verbraucher,1 = sehr unwichtig,2,2,3,2,2,"Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden",,"Ja, +",,"Ja, f",,"Ja, +",,"Ja, +",,"Ja, +",,"Ja, +",,Ja,Ja,Unter 3.000 CHF,Sekundarschule/Realschule,Die Mitte,male,30_to_44,android_mobile
118867026886,460861130,05/16/2025 05:37:07 PM,05/16/2025 05:41:45 PM,,,,,8a8a29c9ee52cf9a1483635eaa,386207,smc,18,Weiblich,4,,,,Haus (Eigentum),"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",wn,Notwendigkeit kostspieliger Netzinfrastruktur-Upgrades,3,5 = sehr wichtig,4,4,2,2,"Ja, für maximal 24 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",5%,Nein,,"Ja, +",20%,Nein,,Nein,,"Ja, +",5%,Ja,Ja,Keine Angabe,Sekundarschule/Realschule,Sozialdemokratische Partei der Schweiz (SP),female,18_to_29,ios_mobile
118867027259,460861130,05/16/2025 05:38:30 PM,05/16/2025 05:41:07 PM,,,,,ff676e15e329490a95e03eac6b,386207,smc,35,Weiblich,5,,,Haus (Miete),,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Wn,Bedrohung der Rentabilität von Stromunternehmen,4,5 = sehr wichtig,4,3,5 = sehr wichtig,5 = sehr wichtig,"Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, +",5%,"Ja, +",5%,"Ja, f",8%,"Ja, +",9%,"Ja, +",9%,"Ja, +",9%,Ja,Ja,Unter 3.000 CHF,Universität/Master,Die Mitte,female,30_to_44,android_mobile
118867026090,460861130,05/16/2025 05:36:47 PM,05/16/2025 05:39:56 PM,,,,,1fd614d7686e8a99ebf78abc8f,386207,smc,32,Weiblich,2,,Wohnung (Miete),,,Weiss nicht,Wn,Herausforderungen für die Stabilität der Netze,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,4,4,3,"Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",20%,"Ja, +",30%,"Ja, +",20%,"Ja, +",10%,"Ja, +",20%,"Ja, +",15%,Ja,Ja,7.001 - 10.000 CHF,Fachhochschule/Bachelor,FDP.Die Liberalen (FDP),female,30_to_44,ios_mobile
118867025702,460861130,05/16/2025 05:36:16 PM,05/16/2025 05:38:48 PM,,,,,82b52a16c72cf43eb785539af3,386207,smc,52,Weiblich,3,,,,Haus (Eigentum),Eine Mischung aus konventionellem Strom und Ökostrom,Weiss nicht,Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,"Ja, für mehr als 24 Stunden","Nein, auf keinen Fall","Ja, für mehr als 24 Stunden","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden",Nein,,Nein,,Nein,,Nein,,Nein,,Nein,,Ja,Ja,Keine Angabe,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),female,45_to_60,ios_mobile
118867022508,460861130,05/16/2025 05:32:03 PM,05/16/2025 05:38:46 PM,,,,,e2e7b1c4d4909adf2baf3ad144,386207,smc,41,Männlich,3,,Wohnung (Miete),,,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)","Die Nutzung von Überschussstrom, zum Beispiel durch Bitcoin Mining, zur Effizienz und zur Erweiterung der erneuerbaren Energien, ohne unwirtschaftliche Belastung der Bevölkerung durch Ausgleichszahlungen an die Stromanbieter.",Herausforderungen für die Stabilität der Netze,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,"Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall",Nein,,Nein,,Nein,,Nein,,Nein,,Nein,,Nein,Nein,Über 10.000 CHF,Promotion oder höher,Grünliberale Partei (GLP),male,30_to_44,ios_mobile
118867024898,460861130,05/16/2025 05:35:03 PM,05/16/2025 05:38:22 PM,,,,,54c71e06ebedd1a25635d307b8,386207,smc,43,Weiblich,über 6,,,Haus (Miete),,Eine Mischung aus konventionellem Strom und Ökostrom,Wn,Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,3,2,5 = sehr wichtig,3,"Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden",Nein,,Nein,,"Ja, +",,"Ja, +",,Nein,,"Ja, +",,Ja,Ja,Keine Angabe,Berufsausbildung/Lehre/Maturität,Keine Angabe,female,30_to_44,ios_mobile
118867024317,460861130,05/16/2025 05:34:54 PM,05/16/2025 05:37:25 PM,,,,,47025fae32574b40cffc10583b,386207,smc,37,Weiblich,1,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Nein,Herausforderungen für die Stabilität der Netze,5 = sehr wichtig,4,4,4,5 = sehr wichtig,5 = sehr wichtig,"Ja, für 3 bis 6 Stunden",,"Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden",,,,,,,,,,,,,Nein,Ja,3.000 - 5.000 CHF,Universität/Master,Andere Partei,female,30_to_44,android_mobile
118867022838,460861130,05/16/2025 05:30:25 PM,05/16/2025 05:35:12 PM,,,,,05d51feaab33f832dda1f7c670,386207,smc,23,Männlich,4,,,Haus (Miete),,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),wn,Bedrohung der Rentabilität von Stromunternehmen,4,5 = sehr wichtig,3,4,5 = sehr wichtig,4,"Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, f",,"Ja, +",5%,"Ja, f",,"Ja, +",20%,"Ja, +",10%,"Ja, f",,Ja,Ja,Über 10.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),male,18_to_29,pc_windows
118867018284,460861130,05/16/2025 05:26:46 PM,05/16/2025 05:33:20 PM,,,,,02af8a63c8e0fbf002b1613021,386207,smc,44,Weiblich,3,Wohnung (Eigentum),,,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),"Ja, Schwankungen ",Herausforderungen für die Stabilität der Netze,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,3,5 = sehr wichtig,5 = sehr wichtig,"Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",5%,"Ja, +",5%,"Ja, +",5%,"Ja, +",5%,"Ja, +",5%,"Ja, +",5%,Ja,Ja,Keine Angabe,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),female,30_to_44,android_mobile
118867014898,460861130,05/16/2025 05:22:30 PM,05/16/2025 05:32:35 PM,,,,,0e7b541d3e862fc2b314d116e5,386207,smc,51,Weiblich,3,,Wohnung (Miete),,,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Platz für die entsprechende Infrastruktur,Steigende Strompreise für Verbraucher,4,5 = sehr wichtig,4,3,5 = sehr wichtig,4,"Ja, für mehr als 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",10%,Nein,,Nein,,"Ja, f",,Nein,,Nein,,Ja,Ja,Keine Angabe,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,female,45_to_60,android_mobile
